key	en	es	state	batch	reviewer	rev_date	qupath_ver	issues	notes
Action.BioFormats.stopCurrentExport	Do you want to stop the current export?	¿Desea detener la exportación en curso?	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.exportOMEZarr	Export OME-Zarr	Exportar OME-Zarr	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.writeOMEZarr	Write OME-Zarr	Escribir OME-Zarr	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.invalidZarrExtension	The extension of the file must be .ome.zarr	La extensión del archivo debe ser .ome.zarr	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.directoryAlreadyExists	The directory must not already exist	El directorio no debe existir previamente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.exportingTo	Exporting to {0} -\nPlease keep QuPath running until export is complete!	Exportando a {0} -\n¡Mantenga QuPath en ejecución hasta que finalice la exportación!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.exportComplete	{0} export complete!	¡Exportación de {0} completada!	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.pyramidalDownsample	Pyramidal downsample	Submuestreo piramidal	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.pyramidalDownsampleDetail	Amount to downsample each consecutive pyramidal level; use 1 to indicate the image should not be pyramidal	Cantidad de submuestreo de cada nivel piramidal consecutivo; use 1 para indicar que la imagen no debe ser piramidal	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.tileSize	Tile size	Tamaño de tesela	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.tileSizeDetail	Tile width and height for export	Ancho y alto de tesela para la exportación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.allZSlices	All z-slices	Todos los cortes z	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.allZSlicesDetail	Include all z-slices in the stack. If unchecked, only the current z-slice is considered	Incluir todos los cortes z de la pila. Si no se marca, solo se considera el corte z actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.allTimepoints	All timepoints	Todos los puntos temporales	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.allTimepointsDetail	Include all timepoints in the time-series. If unchecked, only the current timepoint is considered	Incluir todos los puntos temporales de la serie temporal. Si no se marca, solo se considera el punto temporal actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.numberOfThreads	Number of threads	Número de hilos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.BioFormats.numberOfThreadsDetail	Number of threads to use for export	Número de hilos que se usarán para la exportación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.Processing	Processing & classification extension	Extensión de procesamiento y clasificación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Extension.Processing.description	Core processing & classification commands	Comandos principales de procesamiento y clasificación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Spatial.delaunay	Delaunay cluster features 2D...	Características de agrupamiento de Delaunay 2D...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Spatial.delaunay.description	Apply a Delaunay triangulation to detection objects based on their centroid locations.\nThis helps identify clusters of objects neighboring one another.\n\nNote this command is likely to be replaced in a future version.	Aplicar una triangulación de Delaunay a los objetos de detección según la ubicación de sus centroides.\nAyuda a identificar agrupaciones de objetos vecinos entre sí.\n\nTenga en cuenta que es probable que este comando se sustituya en una versión futura.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.CellDetection.fastCellCounts	Fast cell counts (brightfield)...	Recuento celular rápido (campo claro)...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.CellDetection.fastCellCounts.description	Fast cell counting for hematoxylin and DAB images	Recuento celular rápido para imágenes con hematoxilina y DAB	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.DensityMaps.create	Create density map...	Crear mapa de densidad...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.DensityMaps.create.description	Create a density map to identify regions containing a high density of detections (e.g. cells), optionally with specified classifications	Crear un mapa de densidad para identificar regiones con una alta densidad de detecciones (p. ej. células), opcionalmente con clasificaciones determinadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.DensityMaps.load	Load density map	Cargar mapa de densidad	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.DensityMaps.load.description	Load a density map previously generated with 'Create density map'	Cargar un mapa de densidad generado previamente con 'Crear mapa de densidad'	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.loadPixelClassifier	Load pixel classifier...	Cargar clasificador de píxeles...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.loadPixelClassifier.description	Load an existing pixel classifier.\nThis can be used to apply the classifier to new images, but not to continue training.	Cargar un clasificador de píxeles existente.\nPuede usarse para aplicar el clasificador a imágenes nuevas, pero no para continuar el entrenamiento.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.trainPixelClassifier	Train pixel classifier...	Entrenar clasificador de píxeles...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.trainPixelClassifier.description	Train a pixel classifier.\nThis can be used to quantify areas, or to generate or classify objects.	Entrenar un clasificador de píxeles.\nPuede usarse para cuantificar áreas, o para generar o clasificar objetos.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createThresholder	Create thresholder...	Crear umbralizador...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createThresholder.description	Create a simple pixel classifier that applies a fixed threshold to an image	Crear un clasificador de píxeles sencillo que aplica un umbral fijo a una imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.loadObjectClassifier	Load object classifier...	Cargar clasificador de objetos...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.loadObjectClassifier.description	Load an existing object classifier.\nThis can be used to apply the classifier to new objects, but not to continue training.	Cargar un clasificador de objetos existente.\nPuede usarse para aplicar el clasificador a objetos nuevos, pero no para continuar el entrenamiento.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.trainObjectClassifier	Train object classifier...	Entrenar clasificador de objetos...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.trainObjectClassifier.description	Interactively train an object classifier using machine learning.\nThis is useful whenever objects cannot be classified based on one measurement alone.	Entrenar interactivamente un clasificador de objetos mediante aprendizaje automático.\nResulta útil cuando los objetos no pueden clasificarse a partir de una sola medición.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createSingleMeasurementClassifier	Create single measurement classifier...	Crear clasificador de medición única...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createSingleMeasurementClassifier.description	Create a simple object classifier that applies a threshold to a single measurement	Crear un clasificador de objetos sencillo que aplica un umbral a una sola medición	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createCompositeClassifier	Create composite classifier...	Crear clasificador compuesto...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createCompositeClassifier.description	Combine multiple classifiers together to create a single classifier by applying them sequentially	Combinar varios clasificadores para crear un único clasificador aplicándolos de forma secuencial	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.setCellIntensityClassifications	Set cell intensity classifications...	Establecer clasificaciones de intensidad celular...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.setCellIntensityClassifications.description	Set cell intensity classifications based upon a single measurement.\nThis is useful to calculate densities/percentages of positive cells or H-scores.	Establecer las clasificaciones de intensidad celular a partir de una sola medición.\nResulta útil para calcular densidades o porcentajes de células positivas, o índices H-score.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createRegionAnnotations	Create region annotations...	Crear anotaciones de región...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createRegionAnnotations.description	Create annotations of fixed-size regions.\nThis can be used to select representative regions of multiple images to train (usually pixel) classifier, in combination with 'Create training image'.	Crear anotaciones de regiones de tamaño fijo.\nPuede usarse para seleccionar regiones representativas de varias imágenes con las que entrenar un clasificador (normalmente de píxeles), en combinación con 'Crear imagen de entrenamiento'.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createTrainingImage	Create training image...	Crear imagen de entrenamiento...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createTrainingImage.description	Create an image comprised of regions extracted from multiple images in a project.\nThis can be useful for interactively training a classifier across a varied dataset.	Crear una imagen compuesta por regiones extraídas de varias imágenes de un proyecto.\nPuede resultar útil para entrenar interactivamente un clasificador sobre un conjunto de datos variado.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createChannelTrainingImages	Create duplicate channel training images...	Crear imágenes de entrenamiento por canal duplicado...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.createChannelTrainingImages.description	Duplicate an image in a project so that there is one duplicate for each channel of the image.\n\nThis can be used to train separate classifiers for different channels in multiplexed images, which are then merged to form a composite classifier.	Duplicar una imagen de un proyecto de modo que haya un duplicado por cada canal de la imagen.\n\nPuede usarse para entrenar clasificadores independientes para distintos canales de imágenes multiplexadas, que después se fusionan para formar un clasificador compuesto.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.splitTrainValidationTest	Split project train/validation/test...	Dividir el proyecto en entrenamiento/validación/prueba...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Processing.Classify.splitTrainValidationTest.description	Split images within a project into training, validation and test sets	Dividir las imágenes de un proyecto en conjuntos de entrenamiento, validación y prueba	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.close	Close	Cerrar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.close.description	Close the image window	Cerrar la ventana de la imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.copy	Copy	Copiar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.copy.description	Copy the image to the clipboard	Copiar la imagen al portapapeles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.save	Save As	Guardar como	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.save.description	Save the image	Guardar la imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.saturation	Set saturation	Establecer saturación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.saturation.description	Set the saturation to improve the contrast for non-8-bit images	Establecer la saturación para mejorar el contraste en imágenes que no son de 8 bits	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.expandToWindow	Expand to fit window	Ajustar a la ventana	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.Action.expandToWindow.description	Allow the image to grow to fit the window. Otherwise, the image will be constrained to be no larger than its preferred size.	Permitir que la imagen crezca hasta ajustarse a la ventana. En caso contrario, la imagen no superará su tamaño preferido.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.placeholderText	No image available	No hay ninguna imagen disponible	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.noImage	No image	Sin imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
SimpleImageViewer.noTitle	Untitled image	Imagen sin título	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance	Appearance	Apariencia	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General	General	General	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Prefs.Undo	Undo/Redo	Deshacer/Rehacer	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing	Drawing tools	Herramientas de dibujo	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.InputOutput	Input/Output	Entrada/Salida	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Locale	Language & region	Idioma y región	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Measurements	Measurement tables	Tablas de mediciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Scripting	Scripting	Scripts	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Extensions	Extensions	Extensiones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Objects	Objects	Objetos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Viewer	Viewer	Visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.BioFormats	Bio-Formats	Bio-Formats	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Prefs.Appearance.theme	Theme	Tema	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance.theme.description	Theme for the QuPath user interface.	Tema de la interfaz de usuario de QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance.badges	Show toolbar badges	Mostrar distintivos en la barra de herramientas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance.badges.description	Include badges on toolbar buttons, e.g. for warnings or errors.	Incluir distintivos en los botones de la barra de herramientas, por ejemplo para avisos o errores.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance.font	Font	Fuente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance.font.description	Main font for the QuPath user interface.	Fuente principal de la interfaz de usuario de QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance.systemMenubar	Use system menubar	Usar la barra de menús del sistema	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Appearance.systemMenubar.description	Use the system menubar, rather than custom application menubars (default is true).	Usar la barra de menús del sistema en lugar de barras de menús propias de la aplicación (el valor predeterminado es activado).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showStartupMessage	Show welcome message	Mostrar mensaje de bienvenida	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showStartupMessage.description	Show the welcome message with links to the docs, forum & code every time QuPath is launched.\nYou can access this message at any time through the 'Help' menu.	Mostrar el mensaje de bienvenida con enlaces a la documentación, el foro y el código cada vez que se inicia QuPath.\nPuede acceder a este mensaje en cualquier momento desde el menú 'Ayuda'.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showLicenseMessage	Show license message	Mostrar mensaje de licencia	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showLicenseMessage.description	Show a message about license and use when starting QuPath.	Mostrar un mensaje sobre la licencia y el uso al iniciar QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.startupScriptPath	Startup script path	Ruta del script de inicio	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.startupScriptPath.description	Optionally select a Groovy script file to run immediately after QuPath is launched.	Seleccionar opcionalmente un archivo de script Groovy que se ejecutará inmediatamente después de iniciar QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.checkForUpdates	Check for updates on startup	Buscar actualizaciones al iniciar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.checkForUpdates.description	Automatically check for updates when QuPath is started, and show a message if a new version is available.	Buscar actualizaciones automáticamente al iniciar QuPath y mostrar un mensaje si hay una versión nueva disponible.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showImageNameInTitle	Show image name in window title	Mostrar el nombre de la imagen en el título de la ventana	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showImageNameInTitle.description	Show the name of the current image in the main QuPath title bar (turn this off if the name shouldn't be seen).	Mostrar el nombre de la imagen actual en la barra de título principal de QuPath (desactívelo si el nombre no debe verse).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.maskImageNames	Mask image names in projects	Ocultar los nombres de imagen en los proyectos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.maskImageNames.description	Mask the image names when using projects, to help reduce the potential for user bias during analysis.	Ocultar los nombres de las imágenes al usar proyectos, para ayudar a reducir el posible sesgo del usuario durante el análisis.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.skipProjectUriChecks	Skip file checks in projects	Omitir la comprobación de archivos en los proyectos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.skipProjectUriChecks.description	Avoid checking files exist in the project browser. This might help in cases where the project browser is slow because of network latency.	Evitar comprobar la existencia de los archivos en el navegador de proyectos. Puede ayudar cuando el navegador de proyectos va lento por la latencia de red.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.maxMemory	Set max memory %	Establecer memoria máxima %	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.maxMemory.description	Set the maximum memory for Java as a percentage of available memory (permitted range 10-90%).\nNote that some commands (e.g. pixel classification) may still use more memory when needed,\nso the default value of 50% is recommended for most systems.	Establecer la memoria máxima para Java como porcentaje de la memoria disponible (rango permitido 10-90%).\nTenga en cuenta que algunos comandos (p. ej. la clasificación de píxeles) pueden usar más memoria cuando sea necesario,\npor lo que el valor predeterminado de 50% se recomienda para la mayoría de los sistemas.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.tileCache	Percentage memory for tile caching	Porcentaje de memoria para la caché de teselas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.tileCache.description	Percentage of maximum memory to use for caching image tiles (must be >10% and <90%; suggested value is 25%).\nA high value can improve performance (especially for multichannel images), but increases risk of out-of-memory errors.\nChanges take effect when QuPath is restarted.	Porcentaje de la memoria máxima que se usará para almacenar en caché las teselas de imagen (debe ser >10% y <90%; el valor sugerido es 25%).\nUn valor alto puede mejorar el rendimiento (especialmente en imágenes multicanal), pero aumenta el riesgo de errores por falta de memoria.\nLos cambios se aplican al reiniciar QuPath.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.logFiles	Create log files	Crear archivos de registro	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.logFiles.description	Create log files when using QuPath inside the QuPath user directory (useful for debugging & reporting errors).	Crear archivos de registro al usar QuPath dentro del directorio de usuario de QuPath (útil para depurar y notificar errores).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showExperimental	Show experimental commands	Mostrar comandos experimentales	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showExperimental.description	Include experimental commands within the menus - these are likely to be especially buggy and incomplete, but may occasionally be useful.	Incluir comandos experimentales en los menús: es probable que tengan errores y estén incompletos, pero pueden resultar útiles en ocasiones.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showTMA	Show TMA commands	Mostrar comandos TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showTMA.description	Include menu items related to Tissue Microarrays (TMAs).	Incluir los elementos de menú relacionados con matrices de tejidos (TMA).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showDeprecated	Show deprecated commands	Mostrar comandos obsoletos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.showDeprecated.description	Include menu items related to legacy commands (no longer intended for use).	Incluir los elementos de menú relacionados con comandos heredados (ya no destinados a usarse).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.hierarchyDisplay	Hierarchy detection display	Visualización de detecciones en la jerarquía	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.hierarchyDisplay.description	Choose how to display detections in the hierarchy tree view - choose 'None' for the best performance.	Elegir cómo mostrar las detecciones en la vista de árbol de la jerarquía: elija 'None' para obtener el mejor rendimiento.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.logLevel	Log level	Nivel de registro	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.logLevel.description	Logging level, which determines the number of logging messages.\nIt is recommended to use only INFO or DEBUG; more frequent logging (e.g. TRACE, ALL) will likely cause performance issues.	Nivel de registro, que determina el número de mensajes registrados.\nSe recomienda usar solo INFO o DEBUG; un registro más frecuente (p. ej. TRACE, ALL) probablemente cause problemas de rendimiento.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.numThreads	Number of parallel threads	Número de hilos paralelos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.numThreads.description	Set limit on number of processors to use for parallelization.\nThis should be > 0 and <= the available processors on the computer.\nIf outside this range, it will default to the available processors.\nIt's usually fine to use the default, but it may help to decrease it if you encounter out-of-memory errors.	Establecer el límite de procesadores que se usarán para la paralelización.\nDebe ser > 0 y <= los procesadores disponibles en el equipo.\nSi queda fuera de ese rango, se usarán los procesadores disponibles.\nNormalmente el valor predeterminado es adecuado, pero puede ayudar reducirlo si aparecen errores por falta de memoria.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.imageType	Set image type	Establecer el tipo de imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.imageType.description	Automatically estimate & set the image type on first opening (e.g. H&E, H-DAB, fluorescence), prompt or leave unset.\nEstimating can be handy, but be aware it might not always be correct - and you should always check!\nThe image type influences some available commands, e.g. how stains are separated for display or cell detections.	Estimar y establecer automáticamente el tipo de imagen al abrirla por primera vez (p. ej. H&E, H-DAB, fluorescencia), preguntar o dejarlo sin definir.\nLa estimación resulta cómoda, pero tenga en cuenta que no siempre es correcta: ¡compruébelo siempre!\nEl tipo de imagen influye en algunos comandos disponibles, por ejemplo en cómo se separan las tinciones para la visualización o para las detecciones celulares.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.commandBar	Command bar display mode	Modo de la barra de comandos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.General.commandBar.description	Mode used to display command finder text field on top of the viewer.	Modo usado para mostrar el campo de búsqueda de comandos sobre el visor.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.returnToMove	Return to Move Tool automatically	Volver automáticamente a la herramienta Mover	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.returnToMove.description	Return selected tool to 'Move' automatically after drawing a ROI (applies to all drawing tools except brush & wand).	Volver automáticamente a la herramienta 'Mover' después de dibujar una ROI (se aplica a todas las herramientas de dibujo excepto el pincel y la varita).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.pixelSnapping	Use pixel snapping	Usar ajuste a píxeles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.pixelSnapping.description	Automatically snap pixels to integer coordinates when using drawing tools (some tools, e.g. line, points may override this).	Ajustar automáticamente los píxeles a coordenadas enteras al usar las herramientas de dibujo (algunas herramientas, p. ej. línea o puntos, pueden ignorarlo).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.clipROIsForHierarchy	Clip ROIs to hierarchy	Recortar las ROI según la jerarquía	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.clipROIsForHierarchy.description	Automatically clip ROIs so that they don't extend beyond a parent annotation, or encroach on a child annotation - this helps keep the hierarchy easier to interpret, without overlaps.\nThe setting can be overridden by pressing the 'shift' key.	Recortar automáticamente las ROI para que no se extiendan más allá de una anotación padre ni invadan una anotación hija: esto ayuda a mantener la jerarquía más fácil de interpretar, sin solapamientos.\nEl ajuste puede omitirse pulsando la tecla 'Mayús'.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.brushDiameter	Brush diameter	Diámetro del pincel	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.brushDiameter.description	Set the default brush diameter.	Establecer el diámetro predeterminado del pincel.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.tileBrush	Use tile brush	Usar pincel de teselas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Prefs.Drawing.tileBrush.description	Adapt brush tool to select tiles, where available.	Adaptar la herramienta de pincel para seleccionar teselas, cuando estén disponibles.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
